7,5,18,1,12,4,9,14,5,0,1
7,9,1,0,0,0,0,0,0,0,1
7,9,1,14,14,1,0,0,0,0,1
7,9,19,5,12,12,5,0,0,0,1
7,18,1,3,5,0,0,0,0,0,1
7,21,1,4,1,12,21,16,5,0,1
8,1,9,12,5,25,0,0,0,0,1
8,1,12,5,25,0,0,0,0,0,1
8,1,14,14,1,8,0,0,0,0,1
8,1,25,12,5,5,0,0,0,0,1
8,1,25,12,5,25,0,0,0,0,1
8,1,26,5,12,0,0,0,0,0,1
8,5,1,22,5,14,0,0,0,0,1
8,5,9,4,9,0,0,0,0,0,1
8,5,9,4,25,0,0,0,0,0,1
8,5,12,5,14,0,0,0,0,0,1
9,13,1,14,9,0,0,0,0,0,1
9,14,7,18,9,4,0,0,0,0,1
9,18,5,14,5,0,0,0,0,0,1
9,18,9,19,0,0,0,0,0,0,1
9,19,1,2,5,12,0,0,0,0,1
9,19,1,2,5,12,1,0,0,0,1
9,19,1,2,5,12,12,1,0,0,1
9,19,1,2,5,12,12,5,0,0,1
9,19,9,19,0,0,0,0,0,0,1
9,20,26,5,12,0,0,0,0,0,1
9,26,1,2,5,12,12,1,0,0,1
10,1,3,17,21,5,12,9,14,5,1
10,1,4,1,0,0,0,0,0,0,1
10,1,4,5,0,0,0,0,0,0,1
10,1,5,12,25,14,14,0,0,0,1
10,1,13,9,5,0,0,0,0,0,1
10,1,14,5,12,12,5,0,0,0,1
10,1,19,12,5,14,5,0,0,0,1
10,1,19,13,9,14,0,0,0,0,1
10,1,19,13,9,14,5,0,0,0,1
10,1,25,4,1,0,0,0,0,0,1
10,1,25,12,1,0,0,0,0,0,1
10,1,25,12,1,8,0,0,0,0,1
10,1,25,12,5,5,14,0,0,0,1
10,1,25,12,5,14,5,0,0,0,1
10,1,25,12,9,14,0,0,0,0,1
10,1,25,12,25,14,0,0,0,0,1
10,1,26,12,25,14,0,0,0,0,1
10,1,26,13,9,14,0,0,0,0,1
10,1,26,13,9,14,5,0,0,0,1
10,5,14,14,9,6,5,18,0,0,1
10,5,19,19,9,3,1,0,0,0,1
10,9,13,5,14,1,0,0,0,0,1
10,15,3,5,12,25,14,0,0,0,1
10,15,8,1,14,14,1,0,0,0,1
10,15,19,5,12,25,14,0,0,0,1
10,21,12,9,1,0,0,0,0,0,1
10,21,12,9,1,14,1,0,0,0,1
10,21,12,9,1,14,14,1,0,0,1
10,21,12,9,5,20,0,0,0,0,1
10,21,12,9,5,20,20,5,0,0,1
10,21,12,9,19,19,1,0,0,0,1
11,1,5,12,25,14,0,0,0,0,1
11,1,9,12,5,25,0,0,0,0,1
11,1,9,12,25,14,0,0,0,0,1
11,1,9,20,12,25,14,0,0,0,1
11,1,13,9,12,1,0,0,0,0,1
11,1,18,5,14,0,0,0,0,0,1
11,1,18,12,1,0,0,0,0,0,1
11,1,20,5,0,0,0,0,0,0,1
11,1,20,5,12,25,14,0,0,0,1
11,1,20,5,12,25,14,14,0,0,1
11,1,20,8,5,18,9,14,5,0,1
11,1,20,9,5,0,0,0,0,0,1
11,1,25,12,1,0,0,0,0,0,1
11,1,25,12,5,5,0,0,0,0,1
11,1,25,12,5,5,14,0,0,0,1
11,1,25,12,5,9,7,8,0,0,1
11,1,25,12,9,5,0,0,0,0,1
11,1,25,12,9,14,0,0,0,0,1
11,5,9,12,25,0,0,0,0,0,1
11,5,12,12,25,0,0,0,0,0,1
11,5,25,12,1,0,0,0,0,0,1
11,8,12,15,5,0,0,0,0,0,1
11,9,1,18,1,0,0,0,0,0,1
11,9,13,2,5,18,12,25,0,0,1
11,18,25,19,20,1,12,0,0,0,1
11,25,12,5,5,0,0,0,0,0,1
11,25,12,9,5,0,0,0,0,0,1
12,1,9,12,1,0,0,0,0,0,1
12,1,21,18,1,0,0,0,0,0,1
12,1,21,18,5,14,0,0,0,0,1
12,1,25,12,1,0,0,0,0,0,1
12,5,1,0,0,0,0,0,0,0,1
12,5,1,8,0,0,0,0,0,0,1
12,5,9,12,1,0,0,0,0,0,1
12,5,9,12,1,14,9,0,0,0,1
12,5,19,12,5,25,0,0,0,0,1
12,5,19,12,9,5,0,0,0,0,1
12,5,19,12,25,0,0,0,0,0,1
12,5,25,12,1,0,0,0,0,0,1
12,9,1,0,0,0,0,0,0,0,1
12,9,1,14,1,0,0,0,0,0,1
12,9,12,9,1,14,1,0,0,0,1
12,9,12,25,0,0,0,0,0,0,1
12,9,14,4,19,1,25,0,0,0,1
12,9,26,2,5,20,8,0,0,0,1
12,15,14,4,15,14,0,0,0,0,1
12,21,3,9,1,0,0,0,0,0,1
12,21,14,1,0,0,0,0,0,0,1
12,21,26,0,0,0,0,0,0,0,1
13,1,4,5,12,9,14,5,0,0,1
13,1,4,5,12,25,14,0,0,0,1
13,1,4,9,19,15,14,0,0,0,1
13,1,11,1,25,12,1,0,0,0,1
13,1,18,9,1,0,0,0,0,0,1
13,1,18,9,1,8,0,0,0,0,1
13,1,18,9,1,14,1,0,0,0,1
13,1,18,9,12,25,14,0,0,0,1
13,1,18,9,19,15,12,0,0,0,1
13,1,25,1,0,0,0,0,0,0,1
13,5,7,1,14,0,0,0,0,0,1
13,5,12,1,14,9,5,0,0,0,1
13,5,12,1,14,25,0,0,0,0,1
13,5,12,9,19,19,1,0,0,0,1
13,5,12,15,4,25,0,0,0,0,1
13,9,1,0,0,0,0,0,0,0,1
13,9,1,8,0,0,0,0,0,0,1
13,9,3,8,5,12,12,5,0,0,1
13,9,11,1,5,12,1,0,0,0,1
13,9,11,1,25,12,1,0,0,0,1
13,9,12,1,0,0,0,0,0,0,1
13,9,12,5,25,0,0,0,0,0,1
13,9,18,1,14,4,1,0,0,0,1
13,9,18,9,1,13,0,0,0,0,1
13,25,1,0,0,0,0,0,0,0,1
14,1,4,9,1,0,0,0,0,0,1
14,1,14,3,25,0,0,0,0,0,1
14,1,15,13,9,0,0,0,0,0,1
14,1,20,1,12,9,1,0,0,0,1
14,1,20,1,12,9,5,0,0,0,1
14,1,20,1,12,25,0,0,0,0,1
14,1,20,1,19,8,1,0,0,0,1
14,1,20,8,1,12,9,1,0,0,1
14,1,20,8,1,12,9,5,0,0,1
14,1,20,8,1,12,25,0,0,0,1
14,1,25,5,12,9,0,0,0,0,1
14,5,22,1,5,8,0,0,0,0,1
14,9,3,15,12,5,0,0,0,0,1
14,9,14,1,0,0,0,0,0,0,1
14,15,5,13,9,0,0,0,0,0,1
14,25,12,1,0,0,0,0,0,0,1
15,12,9,22,9,1,0,0,0,0,1
16,1,15,12,1,0,0,0,0,0,1
16,5,14,5,12,15,16,5,0,0,1
16,5,18,12,1,0,0,0,0,0,1
18,1,3,8,5,12,0,0,0,0,1
18,1,17,21,5,12,0,0,0,0,1
18,5,2,5,3,3,1,0,0,0,1
18,9,8,1,14,14,1,0,0,0,1
18,9,12,5,25,0,0,0,0,0,1
18,15,19,1,0,0,0,0,0,0,1
18,15,19,5,0,0,0,0,0,0,1
18,15,19,5,12,25,14,0,0,0,1
18,21,2,25,0,0,0,0,0,0,1
19,1,2,18,9,14,1,0,0,0,1
19,1,4,9,5,0,0,0,0,0,1
19,1,13,1,14,20,8,1,0,0,1
19,1,13,1,18,1,0,0,0,0,1
19,1,18,1,0,0,0,0,0,0,1
19,1,18,1,8,0,0,0,0,0,1
19,1,18,1,9,0,0,0,0,0,1
19,1,18,9,1,8,0,0,0,0,1
19,1,19,8,1,0,0,0,0,0,1
19,1,22,1,14,14,1,0,0,0,1
19,1,22,1,14,14,1,8,0,0,1
19,3,1,18,12,5,20,0,0,0,1
19,3,1,18,12,5,20,20,0,0,1
19,5,12,5,14,1,0,0,0,0,1
19,5,18,5,14,9,20,25,0,0,1
19,8,5,18,12,25,14,0,0,0,1
19,8,9,18,12,5,25,0,0,0,1
19,9,5,14,14,1,0,0,0,0,1
19,11,25,12,1,0,0,0,0,0,1
19,11,25,12,1,18,0,0,0,0,1
19,15,6,9,1,0,0,0,0,0,1
19,15,16,8,9,1,0,0,0,0,1
19,15,16,8,9,5,0,0,0,0,1
19,20,1,3,25,0,0,0,0,0,1
19,20,5,12,12,1,0,0,0,0,1
19,20,5,16,8,1,14,9,5,0,1
19,20,5,16,8,1,14,25,0,0,1
20,1,20,9,1,14,1,0,0,0,1
20,1,25,12,15,18,0,0,0,0,1
20,9,1,14,1,0,0,0,0,0,1
20,9,6,6,1,14,25,0,0,0,1
22,1,12,5,14,20,9,14,1,0,1
